File,aid,Date,0,2,3,8,17,25,65,73,81,89,129,137,145,153
QC_Day_2019144_aid0001,aid0001,2019-05-24,155956,535574,34183,62.0,159225.0,,198685,378.0,122022,1.0,11.0,,9417,
QC_Day_2019145_aid0001,aid0001,2019-05-25,250923,477969,34183,31.0,83667.0,,181836,558.0,177668,4.0,1.0,,8674,
QC_Day_2019146_aid0001,aid0001,2019-05-26,68984,897876,34183,1.0,72887.0,,67096,285.0,67696,,,,6505,1.0
QC_Day_2019147_aid0001,aid0001,2019-05-27,101353,728320,34183,44.0,105379.0,1.0,142310,317.0,94030,2.0,,,9575,
QC_Day_2019148_aid0001,aid0001,2019-05-28,222299,547525,34183,,145458.0,,180402,706.0,81048,,93.0,,3800,
QC_Day_2019149_aid0001,aid0001,2019-05-29,365326,323679,34183,8.0,147238.0,,201334,89.0,128286,,8.0,,15363,
QC_Day_2019150_aid0001,aid0001,2019-05-30,240699,559737,34183,178.0,57669.0,,174099,737.0,134491,,699.0,,13022,
QC_Day_2019151_aid0001,aid0001,2019-05-31,393502,281075,34183,2.0,175330.0,,201751,140.0,112234,,,,17297,
QC_Day_2019152_aid0001,aid0001,2019-06-01,451479,297857,34183,11.0,66949.0,,203510,184.0,146813,,66.0,,14462,
QC_Day_2019153_aid0001,aid0001,2019-06-02,507801,166171,34183,18.0,185450.0,,196027,24.0,118618,,389.0,,6833,
QC_Day_2019154_aid0001,aid0001,2019-06-03,599927,173178,34183,33.0,92351.0,,129791,93.0,176726,,91.0,,9141,
QC_Day_2019155_aid0001,aid0001,2019-06-04,573213,126017,34183,211.0,193156.0,,165682,50.0,115429,,1982.0,,5591,
QC_Day_2019156_aid0001,aid0001,2019-06-05,623220,123335,34183,42.0,206016.0,1.0,93436,35.0,127588,,2.0,,7656,
QC_Day_2019157_aid0001,aid0001,2019-06-06,209452,654312,34183,55.0,101376.0,,123469,120.0,82588,,2001.0,,7958,
